url_path,views_total,views_unique
/microsoft/power-platform-skills,3538,2315
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,884,553
/microsoft/power-platform-skills/tree/main/plugins,556,352
/microsoft/power-platform-skills/tree/main,361,226
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,299,200
/microsoft/power-platform-skills/tree/main/plugins/code-apps,245,151
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,205,134
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,163,101
/microsoft/power-platform-skills/tree/main/plugins/power-pages,146,106
/microsoft/power-platform-skills/tree/main/plugins/model-apps,137,97
