url_path,views_total,views_unique
/microsoft/power-platform-skills,9425,5457
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2243,1216
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1856,1074
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1610,1063
/microsoft/power-platform-skills/tree/main/plugins,1494,926
/microsoft/power-platform-skills/tree/main,1295,757
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,722,518
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,446,314
/microsoft/power-platform-skills/tree/main/plugins/model-apps,414,272
/microsoft/power-platform-skills/tree/main/plugins/code-apps,389,259
