url_path,views_total,views_unique
/microsoft/power-platform-skills,2841,1862
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,427,283
/microsoft/power-platform-skills/tree/main/plugins,426,271
/microsoft/power-platform-skills/tree/main,363,216
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,234,157
/microsoft/power-platform-skills/tree/main/plugins/code-apps,233,150
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,169,115
/microsoft/power-platform-skills/tree/main/plugins/power-pages,133,75
/microsoft/power-platform-skills/issues,120,69
/microsoft/power-platform-skills/pulls,113,48
