url_path,views_total,views_unique
/microsoft/power-platform-skills,3194,2012
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,536,313
/microsoft/power-platform-skills/tree/main/plugins,465,324
/microsoft/power-platform-skills/tree/main,438,250
/microsoft/power-platform-skills/tree/main/plugins/code-apps,259,174
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,227,148
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,167,112
/microsoft/power-platform-skills/issues,154,85
/microsoft/power-platform-skills/tree/main/plugins/model-apps,153,104
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,133,86
