url_path,views_total,views_unique
/microsoft/power-platform-skills,10272,5805
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2339,1295
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1889,1096
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1569,1018
/microsoft/power-platform-skills/tree/main/plugins,1382,879
/microsoft/power-platform-skills/tree/main,1291,750
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,509,342
/microsoft/power-platform-skills/tree/main/plugins/model-apps,387,257
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,358,252
/microsoft/power-platform-skills/tree/main/plugins/code-apps,354,236
