url_path,views_total,views_unique
/microsoft/power-platform-skills,3195,2004
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,583,328
/microsoft/power-platform-skills/tree/main/plugins,472,315
/microsoft/power-platform-skills/tree/main,428,254
/microsoft/power-platform-skills/tree/main/plugins/code-apps,261,172
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,238,163
/microsoft/power-platform-skills/tree/main/plugins/model-apps,168,109
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,167,108
/microsoft/power-platform-skills/issues,167,85
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,145,94
