url_path,views_total,views_unique
/microsoft/power-platform-skills,9684,5569
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2322,1249
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1869,1081
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1565,1041
/microsoft/power-platform-skills/tree/main/plugins,1450,931
/microsoft/power-platform-skills/tree/main,1282,751
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,635,481
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,475,324
/microsoft/power-platform-skills/tree/main/plugins/code-apps,396,276
/microsoft/power-platform-skills/tree/main/plugins/model-apps,391,257
