url_path,views_total,views_unique
/microsoft/power-platform-skills,2667,1698
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,723,433
/microsoft/power-platform-skills/tree/main/plugins,482,296
/microsoft/power-platform-skills/tree/main,348,231
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,299,194
/microsoft/power-platform-skills/tree/main/plugins/code-apps,246,140
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,181,124
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,146,92
/microsoft/power-platform-skills/issues,130,61
/microsoft/power-platform-skills/pulls,117,47
