url_path,views_total,views_unique
/microsoft/power-platform-skills,9320,5502
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2224,1232
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1785,1046
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1605,1041
/microsoft/power-platform-skills/tree/main/plugins,1504,914
/microsoft/power-platform-skills/tree/main,1314,798
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,731,513
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,452,314
/microsoft/power-platform-skills/tree/main/plugins/model-apps,419,271
/microsoft/power-platform-skills/tree/main/plugins/code-apps,406,261
