url_path,views_total,views_unique
/microsoft/power-platform-skills,10801,6240
/microsoft/power-platform-skills/tree/main/plugins/power-automate,3149,2169
/microsoft/power-platform-skills/tree/main/plugins,1732,1021
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1549,988
/microsoft/power-platform-skills/tree/main,1403,804
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1065,613
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,850,567
/microsoft/power-platform-skills/tree/main/plugins/model-apps,472,306
/microsoft/power-platform-skills/tree/main/plugins/code-apps,451,283
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,404,262
