url_path,views_total,views_unique
/microsoft/power-platform-skills,3368,2223
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,457,300
/microsoft/power-platform-skills/tree/main/plugins,448,312
/microsoft/power-platform-skills/tree/main,390,260
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,260,177
/microsoft/power-platform-skills/tree/main/plugins/code-apps,245,169
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,185,125
/microsoft/power-platform-skills/tree/main/plugins/power-pages,123,82
/microsoft/power-platform-skills/tree/main/plugins/model-apps,114,83
/microsoft/power-platform-skills/blob/main/AGENTS.md,114,82
