url_path,views_total,views_unique
/microsoft/power-platform-skills,4171,2706
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1000,642
/microsoft/power-platform-skills/tree/main/plugins,595,371
/microsoft/power-platform-skills/tree/main,415,267
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,304,204
/microsoft/power-platform-skills/tree/main/plugins/code-apps,285,172
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,235,149
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,172,113
/microsoft/power-platform-skills/tree/main/plugins/model-apps,162,112
/microsoft/power-platform-skills/tree/main/plugins/power-pages,151,108
