url_path,views_total,views_unique
/microsoft/power-platform-skills,3271,2111
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,484,281
/microsoft/power-platform-skills/tree/main/plugins,447,296
/microsoft/power-platform-skills/tree/main,417,254
/microsoft/power-platform-skills/tree/main/plugins/code-apps,273,178
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,242,162
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,187,122
/microsoft/power-platform-skills/tree/main/plugins/model-apps,144,95
/microsoft/power-platform-skills/tree/main/plugins/power-pages,131,86
/microsoft/power-platform-skills/blob/main/AGENTS.md,113,81
