url_path,views_total,views_unique
/microsoft/power-platform-skills,9788,5557
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2277,1218
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1880,1074
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1573,1051
/microsoft/power-platform-skills/tree/main/plugins,1446,921
/microsoft/power-platform-skills/tree/main,1289,754
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,602,456
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,473,329
/microsoft/power-platform-skills/tree/main/plugins/code-apps,393,277
/microsoft/power-platform-skills/tree/main/plugins/model-apps,382,252
