url_path,views_total,views_unique
/microsoft/power-platform-skills,3380,2233
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,862,559
/microsoft/power-platform-skills/tree/main/plugins,539,350
/microsoft/power-platform-skills/tree/main,356,227
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,305,201
/microsoft/power-platform-skills/tree/main/plugins/code-apps,252,150
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,188,126
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,148,99
/microsoft/power-platform-skills/tree/main/plugins/power-pages,139,104
/microsoft/power-platform-skills/tree/main/plugins/model-apps,127,97
