url_path,views_total,views_unique
/microsoft/power-platform-skills,10218,6390
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2075,1266
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,2040,1418
/microsoft/power-platform-skills/tree/main/plugins,1976,1202
/microsoft/power-platform-skills/tree/main,1295,804
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1207,740
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,750,543
/microsoft/power-platform-skills/tree/main/plugins/model-apps,507,337
/microsoft/power-platform-skills/tree/main/plugins/code-apps,459,301
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,414,269
