url_path,views_total,views_unique
/microsoft/power-platform-skills,9315,5761
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2222,1331
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1909,1331
/microsoft/power-platform-skills/tree/main/plugins,1825,1133
/microsoft/power-platform-skills/tree/main,1239,798
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1165,711
/microsoft/power-platform-skills/issues,502,198
/microsoft/power-platform-skills/tree/main/plugins/model-apps,440,287
/microsoft/power-platform-skills/tree/main/plugins/code-apps,439,293
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,428,276
