referrer,views_total,views_unique
Google,5808,2247
teams.public.onecdn.static.microsoft,2298,985
Bing,2010,749
github.com,1882,716
youtube.com,1212,469
linkedin.com,658,384
learn.microsoft.com,302,119
chatgpt.com,290,84
com.linkedin.android,136,105
DuckDuckGo,127,44
