url_path,views_total,views_unique
/microsoft/power-platform-skills,10710,6088
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2380,1339
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1883,1093
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1569,1010
/microsoft/power-platform-skills/tree/main/plugins,1349,875
/microsoft/power-platform-skills/tree/main,1273,760
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,515,344
/microsoft/power-platform-skills/tree/main/plugins/model-apps,371,248
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,367,256
/microsoft/power-platform-skills/tree/main/plugins/code-apps,348,232
