url_path,views_total,views_unique
/microsoft/power-platform-skills,10445,6137
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1881,1148
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1728,1056
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1579,1041
/microsoft/power-platform-skills/tree/main/plugins,1437,870
/microsoft/power-platform-skills/tree/main,1247,783
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,528,340
/microsoft/power-platform-skills/tree/main/plugins/code-apps,447,309
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,430,287
/microsoft/power-platform-skills/tree/main/plugins/model-apps,424,262
