url_path,views_total,views_unique
/microsoft/power-platform-skills,4816,2998
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1246,730
/microsoft/power-platform-skills/tree/main/plugins,781,484
/microsoft/power-platform-skills/tree/main,563,347
/microsoft/power-platform-skills/tree/main/plugins/code-apps,445,237
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,337,248
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,337,215
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,268,168
/microsoft/power-platform-skills/tree/main/plugins/model-apps,247,156
/microsoft/power-platform-skills/tree/main/plugins/power-pages,203,129
