url_path,views_total,views_unique
/microsoft/power-platform-skills,10484,6231
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1875,1138
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1757,1068
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1585,1036
/microsoft/power-platform-skills/tree/main/plugins,1427,869
/microsoft/power-platform-skills/tree/main,1240,783
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,519,340
/microsoft/power-platform-skills/tree/main/plugins/code-apps,439,302
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,425,288
/microsoft/power-platform-skills/tree/main/plugins/model-apps,422,263
