url_path,views_total,views_unique
/microsoft/power-platform-skills,10867,6342
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2180,1266
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1808,1059
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1564,1023
/microsoft/power-platform-skills/tree/main/plugins,1391,881
/microsoft/power-platform-skills/tree/main,1273,778
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,554,361
/microsoft/power-platform-skills/tree/main/plugins/code-apps,437,302
/microsoft/power-platform-skills/pulls,427,100
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,392,270
