url_path,views_total,views_unique
/microsoft/power-platform-skills,3231,2086
/microsoft/power-platform-skills/tree/main/plugins,452,300
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,439,290
/microsoft/power-platform-skills/tree/main,361,241
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,243,170
/microsoft/power-platform-skills/tree/main/plugins/code-apps,230,153
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,159,111
/microsoft/power-platform-skills/tree/main/plugins/power-pages,144,83
/microsoft/power-platform-skills/tree/main/plugins/model-apps,120,86
/microsoft/power-platform-skills/issues,116,72
