referrer,views_total,views_unique
Google,3811,1258
linkedin.com,2109,1177
com.linkedin.android,1095,613
Bing,1071,381
github.com,915,371
teams.public.onecdn.static.microsoft,716,334
learn.microsoft.com,326,92
statics.teams.cdn.office.net,297,130
youtube.com,129,55
rajeevpentyala.com,99,17
