url_path,views_total,views_unique
/microsoft/power-platform-skills,3214,2011
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,579,330
/microsoft/power-platform-skills/tree/main/plugins,475,313
/microsoft/power-platform-skills/tree/main,429,255
/microsoft/power-platform-skills/tree/main/plugins/code-apps,263,173
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,235,160
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,166,109
/microsoft/power-platform-skills/issues,165,85
/microsoft/power-platform-skills/tree/main/plugins/model-apps,163,107
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,140,93
