referrer,views_total,views_unique
Google,5880,2265
teams.public.onecdn.static.microsoft,2298,987
Bing,2018,746
github.com,1884,703
youtube.com,1285,493
linkedin.com,728,406
learn.microsoft.com,306,109
chatgpt.com,302,86
com.linkedin.android,149,112
DuckDuckGo,126,44
