url_path,views_total,views_unique
/microsoft/power-platform-skills,2587,1599
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,583,338
/microsoft/power-platform-skills/tree/main/plugins,470,272
/microsoft/power-platform-skills/tree/main,399,248
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,278,178
/microsoft/power-platform-skills/tree/main/plugins/code-apps,271,158
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,197,129
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,127,83
/microsoft/power-platform-skills/pulls,126,50
/microsoft/power-platform-skills/tree/main/plugins/model-apps,124,82
