url_path,views_total,views_unique
/microsoft/power-platform-skills,3039,1991
/microsoft/power-platform-skills/tree/main/plugins,444,276
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,420,285
/microsoft/power-platform-skills/tree/main,375,229
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,245,159
/microsoft/power-platform-skills/tree/main/plugins/code-apps,238,156
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,163,114
/microsoft/power-platform-skills/tree/main/plugins/power-pages,144,84
/microsoft/power-platform-skills/issues,125,69
/microsoft/power-platform-skills/pulls,118,48
