url_path,views_total,views_unique
/microsoft/power-platform-skills,9893,5609
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2224,1194
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1892,1086
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1565,1048
/microsoft/power-platform-skills/tree/main/plugins,1408,909
/microsoft/power-platform-skills/tree/main,1291,754
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,543,415
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,480,334
/microsoft/power-platform-skills/tree/main/plugins/code-apps,384,260
/microsoft/power-platform-skills/tree/main/plugins/model-apps,370,248
