url_path,views_total,views_unique
/microsoft/power-platform-skills,3213,2004
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,552,322
/microsoft/power-platform-skills/tree/main/plugins,440,313
/microsoft/power-platform-skills/tree/main,437,250
/microsoft/power-platform-skills/tree/main/plugins/code-apps,257,171
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,235,157
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,171,116
/microsoft/power-platform-skills/issues,160,89
/microsoft/power-platform-skills/tree/main/plugins/model-apps,145,99
/microsoft/power-platform-skills/pulls,138,59
