url_path,views_total,views_unique
/microsoft/power-platform-skills,2698,1739
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,479,280
/microsoft/power-platform-skills/tree/main/plugins,442,277
/microsoft/power-platform-skills/tree/main,383,229
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,238,155
/microsoft/power-platform-skills/tree/main/plugins/code-apps,233,147
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,171,123
/microsoft/power-platform-skills/tree/main/plugins/power-pages,135,76
/microsoft/power-platform-skills/issues,132,75
/microsoft/power-platform-skills/pulls,132,55
