url_path,views_total,views_unique
/microsoft/power-platform-skills,7361,4825
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2998,1978
/microsoft/power-platform-skills/tree/main/plugins,1256,769
/microsoft/power-platform-skills/tree/main,1021,661
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,899,600
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,661,434
/microsoft/power-platform-skills/tree/main/plugins/mobile-apps,509,335
/microsoft/power-platform-skills/issues,347,176
/microsoft/power-platform-skills/tree/main/plugins/code-apps,323,207
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,304,222
