url_path,views_total,views_unique
/microsoft/power-platform-skills,4688,2984
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1190,704
/microsoft/power-platform-skills/tree/main/plugins,751,455
/microsoft/power-platform-skills/tree/main,519,320
/microsoft/power-platform-skills/tree/main/plugins/code-apps,401,218
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,332,208
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,319,236
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,247,156
/microsoft/power-platform-skills/tree/main/plugins/model-apps,239,150
/microsoft/power-platform-skills/tree/main/plugins/power-pages,202,130
