url_path,views_total,views_unique
/microsoft/power-platform-skills,9638,5479
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2310,1243
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1906,1102
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1595,1064
/microsoft/power-platform-skills/tree/main/plugins,1480,929
/microsoft/power-platform-skills/tree/main,1280,751
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,699,520
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,458,321
/microsoft/power-platform-skills/tree/main/plugins/model-apps,408,269
/microsoft/power-platform-skills/tree/main/plugins/code-apps,397,268
