url_path,views_total,views_unique
/microsoft/power-platform-skills,9963,5670
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,2293,1231
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1905,1107
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1536,1014
/microsoft/power-platform-skills/tree/main/plugins,1403,901
/microsoft/power-platform-skills/tree/main,1311,772
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,497,338
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,425,308
/microsoft/power-platform-skills/tree/main/plugins/model-apps,375,254
/microsoft/power-platform-skills/tree/main/plugins/code-apps,368,249
