url_path,views_total,views_unique
/microsoft/power-platform-skills,10017,5565
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2695,1756
/microsoft/power-platform-skills/tree/main/plugins,1624,937
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1596,1039
/microsoft/power-platform-skills/tree/main,1384,817
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1161,650
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,521,331
/microsoft/power-platform-skills/tree/main/plugins/model-apps,443,265
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,428,286
/microsoft/power-platform-skills/tree/main/plugins/code-apps,428,280
