url_path,views_total,views_unique
/microsoft/power-platform-skills,10143,5833
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1974,1198
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1514,1000
/microsoft/power-platform-skills/tree/main/plugins,1498,906
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1411,828
/microsoft/power-platform-skills/tree/main,1284,804
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,503,321
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,469,313
/microsoft/power-platform-skills/tree/main/plugins/code-apps,455,309
/microsoft/power-platform-skills/tree/main/plugins/model-apps,424,261
