url_path,views_total,views_unique
/microsoft/power-platform-skills,11261,6860
/microsoft/power-platform-skills/tree/main/plugins/power-automate,3051,2090
/microsoft/power-platform-skills/tree/main/plugins,1923,1152
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1872,1303
/microsoft/power-platform-skills/tree/main,1378,828
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1178,726
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,884,616
/microsoft/power-platform-skills/tree/main/plugins/model-apps,548,361
/microsoft/power-platform-skills/tree/main/plugins/code-apps,467,294
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,425,267
