url_path,views_total,views_unique
/microsoft/power-platform-skills,4365,2561
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1493,903
/microsoft/power-platform-skills/tree/main/plugins,839,509
/microsoft/power-platform-skills/tree/main,729,429
/microsoft/power-platform-skills/tree/main/plugins/code-apps,443,245
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,362,262
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,310,213
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,291,184
/microsoft/power-platform-skills/tree/main/plugins/model-apps,269,171
/microsoft/power-platform-skills/issues,228,117
