url_path,views_total,views_unique
/microsoft/power-platform-skills,4651,2846
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1279,746
/microsoft/power-platform-skills/tree/main/plugins,829,502
/microsoft/power-platform-skills/tree/main,632,380
/microsoft/power-platform-skills/tree/main/plugins/code-apps,449,242
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,339,224
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,330,245
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,272,173
/microsoft/power-platform-skills/tree/main/plugins/model-apps,264,162
/microsoft/power-platform-skills/tree/main/plugins/power-pages,218,139
