url_path,views_total,views_unique
/microsoft/power-platform-skills,10441,6101
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1897,1133
/microsoft/power-platform-skills/tree/main/plugins/power-automate,1773,1053
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1544,1024
/microsoft/power-platform-skills/tree/main/plugins,1400,840
/microsoft/power-platform-skills/tree/main,1222,757
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,522,337
/microsoft/power-platform-skills/tree/main/plugins/code-apps,447,302
/microsoft/power-platform-skills/tree/main/plugins/model-apps,401,250
/microsoft/power-platform-skills/pulls,397,97
