url_path,views_total,views_unique
/microsoft/power-platform-skills,8026,5493
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2519,1760
/microsoft/power-platform-skills/tree/main/plugins,1229,782
/microsoft/power-platform-skills/tree/main,925,601
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,752,542
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,620,418
/microsoft/power-platform-skills/tree/main/plugins/mobile-apps,606,417
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,326,223
/microsoft/power-platform-skills/tree/main/plugins/code-apps,306,201
/microsoft/power-platform-skills/issues,280,165
