url_path,views_total,views_unique
/microsoft/power-platform-skills,2541,1578
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,669,402
/microsoft/power-platform-skills/tree/main/plugins,476,292
/microsoft/power-platform-skills/tree/main,349,234
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,266,182
/microsoft/power-platform-skills/tree/main/plugins/code-apps,255,146
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,179,124
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,138,89
/microsoft/power-platform-skills/issues,122,61
/microsoft/power-platform-skills/tree/main/plugins/model-apps,110,78
