url_path,views_total,views_unique
/microsoft/power-platform-skills,8129,5029
/microsoft/power-platform-skills/tree/main/plugins/power-automate,3058,1936
/microsoft/power-platform-skills/tree/main/plugins,1507,942
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1502,1016
/microsoft/power-platform-skills/tree/main,1170,776
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,917,571
/microsoft/power-platform-skills/issues,501,188
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,383,259
/microsoft/power-platform-skills/tree/main/plugins/code-apps,367,242
/microsoft/power-platform-skills/blob/main/README.md,284,208
