url_path,views_total,views_unique
/microsoft/power-platform-skills,2656,1641
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,512,306
/microsoft/power-platform-skills/tree/main/plugins,431,255
/microsoft/power-platform-skills/tree/main,389,236
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,246,164
/microsoft/power-platform-skills/tree/main/plugins/code-apps,233,145
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,183,122
/microsoft/power-platform-skills/tree/main/plugins/power-pages,133,76
/microsoft/power-platform-skills/issues,133,70
/microsoft/power-platform-skills/tree/main/plugins/model-apps,125,82
