url_path,views_total,views_unique
/microsoft/power-platform-skills,3240,2121
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,810,526
/microsoft/power-platform-skills/tree/main/plugins,546,344
/microsoft/power-platform-skills/tree/main,355,223
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,304,203
/microsoft/power-platform-skills/tree/main/plugins/code-apps,253,149
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,190,135
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,155,101
/microsoft/power-platform-skills/tree/main/plugins/power-pages,136,99
/microsoft/power-platform-skills/tree/main/plugins/model-apps,120,89
