url_path,views_total,views_unique
/microsoft/power-platform-skills,3011,1945
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,774,498
/microsoft/power-platform-skills/tree/main/plugins,532,336
/microsoft/power-platform-skills/tree/main,368,232
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,293,197
/microsoft/power-platform-skills/tree/main/plugins/code-apps,250,147
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,192,132
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,148,95
/microsoft/power-platform-skills/tree/main/plugins/power-pages,137,98
/microsoft/power-platform-skills/issues,131,58
