url_path,views_total,views_unique
/microsoft/power-platform-skills,3144,2001
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,505,294
/microsoft/power-platform-skills/tree/main/plugins,451,313
/microsoft/power-platform-skills/tree/main,425,251
/microsoft/power-platform-skills/tree/main/plugins/code-apps,260,171
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,224,153
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,177,117
/microsoft/power-platform-skills/tree/main/plugins/model-apps,166,110
/microsoft/power-platform-skills/issues,138,81
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,128,82
