url_path,views_total,views_unique
/microsoft/power-platform-skills,10764,6643
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2725,1842
/microsoft/power-platform-skills/tree/main/plugins,2024,1229
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,2008,1416
/microsoft/power-platform-skills/tree/main,1375,844
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1182,724
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,834,595
/microsoft/power-platform-skills/tree/main/plugins/model-apps,531,357
/microsoft/power-platform-skills/tree/main/plugins/code-apps,485,315
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,433,271
