url_path,views_total,views_unique
/microsoft/power-platform-skills,5918,4039
/microsoft/power-platform-skills/tree/main/plugins/power-automate,881,635
/microsoft/power-platform-skills/tree/main/plugins,770,530
/microsoft/power-platform-skills/tree/main,550,362
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,526,362
/microsoft/power-platform-skills/tree/main/plugins/mobile-apps,484,346
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,385,284
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,290,187
/microsoft/power-platform-skills/tree/main/plugins/code-apps,230,156
/microsoft/power-platform-skills/issues,206,123
