url_path,views_total,views_unique
/microsoft/power-platform-skills,3195,1970
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,580,323
/microsoft/power-platform-skills/tree/main/plugins,483,317
/microsoft/power-platform-skills/tree/main,437,261
/microsoft/power-platform-skills/tree/main/plugins/code-apps,259,170
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,241,166
/microsoft/power-platform-skills/tree/main/plugins/model-apps,172,111
/microsoft/power-platform-skills/issues,170,85
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,165,107
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,148,95
