url_path,views_total,views_unique
/microsoft/power-platform-skills,7914,5286
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2798,1964
/microsoft/power-platform-skills/tree/main/plugins,1248,776
/microsoft/power-platform-skills/tree/main,970,619
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,806,563
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,635,435
/microsoft/power-platform-skills/tree/main/plugins/mobile-apps,590,404
/microsoft/power-platform-skills/tree/main/plugins/code-apps,309,202
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,306,222
/microsoft/power-platform-skills/tree/main/plugins/power-automate/skills,284,218
