url_path,views_total,views_unique
/microsoft/power-platform-skills,2645,1623
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,520,312
/microsoft/power-platform-skills/tree/main/plugins,434,255
/microsoft/power-platform-skills/tree/main,391,237
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,252,163
/microsoft/power-platform-skills/tree/main/plugins/code-apps,239,145
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,190,127
/microsoft/power-platform-skills/issues,131,69
/microsoft/power-platform-skills/tree/main/plugins/power-pages,128,72
/microsoft/power-platform-skills/tree/main/plugins/model-apps,120,81
