url_path,views_total,views_unique
/microsoft/power-platform-skills,9783,5549
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2054,1282
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1554,1010
/microsoft/power-platform-skills/tree/main/plugins,1527,917
/microsoft/power-platform-skills/tree/main,1319,807
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1259,719
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,482,316
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,480,310
/microsoft/power-platform-skills/tree/main/plugins/code-apps,440,293
/microsoft/power-platform-skills/tree/main/plugins/model-apps,437,260
