url_path,views_total,views_unique
/microsoft/power-platform-skills,4794,2931
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1278,743
/microsoft/power-platform-skills/tree/main/plugins,809,495
/microsoft/power-platform-skills/tree/main,618,380
/microsoft/power-platform-skills/tree/main/plugins/code-apps,442,241
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,343,221
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,336,245
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,274,175
/microsoft/power-platform-skills/tree/main/plugins/model-apps,267,166
/microsoft/power-platform-skills/tree/main/plugins/power-pages,222,143
