url_path,views_total,views_unique
/microsoft/power-platform-skills,2501,1601
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,620,377
/microsoft/power-platform-skills/tree/main/plugins,452,284
/microsoft/power-platform-skills/tree/main,360,231
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,270,179
/microsoft/power-platform-skills/tree/main/plugins/code-apps,261,152
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,182,127
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,135,87
/microsoft/power-platform-skills/issues,126,61
/microsoft/power-platform-skills/tree/main/plugins/model-apps,112,78
