url_path,views_total,views_unique
/microsoft/power-platform-skills,7425,4968
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2714,1828
/microsoft/power-platform-skills/tree/main/plugins,1221,750
/microsoft/power-platform-skills/tree/main,978,623
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,820,557
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,654,438
/microsoft/power-platform-skills/tree/main/plugins/mobile-apps,582,392
/microsoft/power-platform-skills/tree/main/plugins/code-apps,310,204
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,304,219
/microsoft/power-platform-skills/issues,269,154
