url_path,views_total,views_unique
/microsoft/power-platform-skills,4029,2636
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,950,621
/microsoft/power-platform-skills/tree/main/plugins,560,360
/microsoft/power-platform-skills/tree/main,394,254
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,292,193
/microsoft/power-platform-skills/tree/main/plugins/code-apps,257,160
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,224,140
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,163,109
/microsoft/power-platform-skills/tree/main/plugins/model-apps,151,106
/microsoft/power-platform-skills/tree/main/plugins/power-pages,149,108
