url_path,views_total,views_unique
/microsoft/power-platform-skills,8279,5164
/microsoft/power-platform-skills/tree/main/plugins/power-automate,2333,1424
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1800,1251
/microsoft/power-platform-skills/tree/main/plugins,1663,1024
/microsoft/power-platform-skills/tree/main,1176,753
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1016,631
/microsoft/power-platform-skills/issues,536,201
/microsoft/power-platform-skills/tree/main/plugins/code-apps,398,260
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,398,259
/microsoft/power-platform-skills/tree/main/plugins/model-apps,343,220
