url_path,views_total,views_unique
/microsoft/power-platform-skills,2611,1621
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,560,326
/microsoft/power-platform-skills/tree/main/plugins,434,251
/microsoft/power-platform-skills/tree/main,386,240
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,264,165
/microsoft/power-platform-skills/tree/main/plugins/code-apps,253,154
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,192,126
/microsoft/power-platform-skills/issues,130,69
/microsoft/power-platform-skills/pulls,126,47
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,122,79
