url_path,views_total,views_unique
/microsoft/power-platform-skills,10520,5919
/microsoft/power-platform-skills/tree/main/plugins/power-automate,3142,2183
/microsoft/power-platform-skills/tree/main/plugins,1714,1028
/microsoft/power-platform-skills/blob/main/plugins/power-automate/README.md,1543,1000
/microsoft/power-platform-skills/tree/main,1403,804
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1046,609
/microsoft/power-platform-skills/blob/main/plugins/model-apps/README.md,819,550
/microsoft/power-platform-skills/tree/main/plugins/model-apps,465,291
/microsoft/power-platform-skills/tree/main/plugins/code-apps,456,283
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,414,267
