url_path,views_total,views_unique
/microsoft/power-platform-skills,4240,2716
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,1025,646
/microsoft/power-platform-skills/tree/main/plugins,610,387
/microsoft/power-platform-skills/tree/main,438,280
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,308,210
/microsoft/power-platform-skills/tree/main/plugins/code-apps,293,177
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,241,158
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps/skills,188,126
/microsoft/power-platform-skills/tree/main/plugins/model-apps,185,126
/microsoft/power-platform-skills/tree/main/plugins/power-pages,157,116
