url_path,views_total,views_unique
/microsoft/power-platform-skills,3353,2196
/microsoft/power-platform-skills/tree/main/plugins,446,308
/microsoft/power-platform-skills/tree/main/plugins/canvas-apps,442,295
/microsoft/power-platform-skills/tree/main,389,259
/microsoft/power-platform-skills/blob/main/plugins/canvas-apps/AGENTS.md,252,169
/microsoft/power-platform-skills/tree/main/plugins/code-apps,247,170
/microsoft/power-platform-skills/blob/main/plugins/code-apps/AGENTS.md,184,124
/microsoft/power-platform-skills/tree/main/plugins/power-pages,123,79
/microsoft/power-platform-skills/issues,113,74
/microsoft/power-platform-skills/blob/main/AGENTS.md,112,80
